Date,City,Average Daily Temperature
2015-04-29,Valencia,16.46060416666672
2015-04-30,Valencia,16.69062500000004
2015-05-01,Valencia,21.2839166666667
2015-05-02,Valencia,22.66185416666669
2015-05-03,Valencia,23.60431250000002
2015-05-04,Valencia,21.60395833333336
2015-05-05,Valencia,21.76683333333336
2015-05-06,Valencia,18.69656250000003
2015-05-07,Valencia,16.5459166666667
2015-05-08,Valencia,19.74522916666669
2015-05-09,Valencia,19.47750000000005
2015-05-10,Valencia,17.59900000000003
2015-05-11,Valencia,16.77793750000003
2015-05-12,Valencia,18.55725000000003
2015-05-13,Valencia,22.29556250000003
2015-05-14,Valencia,29.03445833333336
2015-05-15,Valencia,22.08070833333337
2015-05-16,Valencia,19.61577083333338
2015-05-17,Valencia,18.67362500000004
2015-05-18,Valencia,18.53854166666669
2015-05-19,Valencia,15.26833333333339
2015-05-20,Valencia,15.2686666666667
2015-05-21,Valencia,15.35441666666669
2015-05-22,Valencia,14.28210416666669
2015-05-23,Valencia,16.00106250000002
2015-05-24,Valencia,15.68333333333336
2015-05-25,Valencia,18.02035416666672
2015-05-26,Valencia,18.69457291666669
2015-05-27,Valencia,17.91779166666671
2015-05-28,Valencia,17.78979166666669
2015-05-29,Valencia,17.47962500000003
2015-05-30,Valencia,18.58675000000004
2015-05-31,Valencia,18.99658333333335
2015-06-01,Valencia,20.44500000000002
2015-06-02,Valencia,22.15250000000002
2015-06-03,Valencia,21.68179166666669
2015-06-04,Valencia,19.32208333333335
2015-06-05,Valencia,20.39108333333338
2015-06-06,Valencia,20.49820833333336
2015-06-07,Valencia,20.58862500000002
2015-06-08,Valencia,22.61612500000002
2015-06-09,Valencia,24.35375000000002
2015-06-10,Valencia,23.13791666666669
2015-06-11,Valencia,20.00450000000003
2015-06-12,Valencia,21.91287500000003
2015-06-13,Valencia,19.41395833333337
2015-06-14,Valencia,19.80050000000006
2015-06-15,Valencia,18.96907692307695
2015-06-16,Valencia,19.75708333333336
2015-06-17,Valencia,21.00916666666669
2015-06-18,Valencia,21.68633333333336
2015-06-19,Valencia,23.3339166666667
2015-06-20,Valencia,21.8405416666667
2015-06-21,Valencia,22.50512500000002
2015-06-22,Valencia,24.21370833333335
2015-06-23,Valencia,24.10387500000004
2015-06-24,Valencia,21.97887500000003
2015-06-25,Valencia,22.26287500000002
2015-06-26,Valencia,26.48208333333335
2015-06-27,Valencia,27.30916666666669
2015-06-28,Valencia,27.10916666666669
2015-06-29,Valencia,26.19000000000003
2015-06-30,Valencia,26.78166666666669
2015-07-01,Valencia,25.69291666666669
2015-07-02,Valencia,25.48250000000003
2015-07-03,Valencia,25.6991666666667
2015-07-04,Valencia,26.43291666666669
2015-07-05,Valencia,27.52541666666669
2015-07-06,Valencia,28.09750000000002
2015-07-07,Valencia,30.09625000000003
2015-07-08,Valencia,27.96666666666669
2015-07-09,Valencia,26.11166666666669
2015-07-10,Valencia,27.09416666666668
2015-07-11,Valencia,25.43375000000002
2015-07-12,Valencia,26.49833333333336
2015-07-13,Valencia,27.06750000000002
2015-07-14,Valencia,26.93791666666669
2015-07-15,Valencia,26.35500000000002
2015-07-16,Valencia,27.15708333333336
2015-07-17,Valencia,27.38958333333336
2015-07-18,Valencia,26.35880000000002
2015-07-19,Valencia,26.37250000000002
2015-07-20,Valencia,27.11583333333336
2015-07-21,Valencia,27.95458333333336
2015-07-22,Valencia,26.95583333333336
2015-07-23,Valencia,26.77250000000002
2015-07-24,Valencia,29.45583333333336
2015-07-25,Valencia,27.10750000000003
2015-07-26,Valencia,27.72041666666669
2015-07-27,Valencia,28.38166666666669
2015-07-28,Valencia,27.37000000000002
2015-07-29,Valencia,27.98458333333336
2015-07-30,Valencia,25.84416666666669
2015-07-31,Valencia,24.6319230769231
2015-08-01,Valencia,22.90791666666669
2015-08-02,Valencia,24.70916666666669
2015-08-03,Valencia,26.54791666666669
2015-08-04,Valencia,26.97958333333336
2015-08-05,Valencia,27.35500000000003
2015-08-06,Valencia,27.17040000000003
2015-08-07,Valencia,28.15960000000002
2015-08-08,Valencia,24.89240000000002
2015-08-09,Valencia,24.13291666666668
2015-08-10,Valencia,25.62500000000002
2015-08-11,Valencia,26.79666666666669
2015-08-12,Valencia,27.02791666666669
2015-08-13,Valencia,28.07791666666669
2015-08-14,Valencia,25.21208333333336
2015-08-15,Valencia,22.16250000000002
2015-08-16,Valencia,23.1841666666667
2015-08-17,Valencia,24.32875000000001
2015-08-18,Valencia,23.13750000000003
2015-08-19,Valencia,23.74000000000003
2015-08-20,Valencia,25.61708333333336
2015-08-21,Valencia,25.46250000000002
2015-08-22,Valencia,24.62291666666669
2015-08-23,Valencia,25.70708333333335
2015-08-24,Valencia,25.16750000000003
2015-08-25,Valencia,24.20791666666669
2015-08-26,Valencia,24.90000000000002
2015-08-27,Valencia,25.73791666666669
2015-08-28,Valencia,25.71125000000002
2015-08-29,Valencia,25.46250000000002
2015-08-30,Valencia,25.49958333333335
2015-08-31,Valencia,25.31240000000003
2015-09-01,Valencia,24.11162500000002
2015-09-02,Valencia,24.03583333333336
2015-09-03,Valencia,23.76083333333336
2015-09-04,Valencia,20.52375000000002
2015-09-05,Valencia,20.17333333333335
2015-09-06,Valencia,19.28541666666669
2015-09-07,Valencia,18.69583333333336
2015-09-08,Valencia,19.47500000000002
2015-09-09,Valencia,20.36416666666669
2015-09-10,Valencia,22.53916666666669
2015-09-11,Valencia,23.47541666666669
2015-09-12,Valencia,22.04760000000002
2015-09-13,Valencia,23.69041666666668
2015-09-14,Valencia,23.41250000000002
2015-09-15,Valencia,22.81083333333335
2015-09-16,Valencia,24.66416666666669
2015-09-17,Valencia,21.98666666666669
2015-09-18,Valencia,19.82208333333336
2015-09-19,Valencia,20.31916666666669
2015-09-20,Valencia,21.51208333333335
2015-09-21,Valencia,22.20666666666669
2015-09-22,Valencia,21.70333333333336
2015-09-23,Valencia,21.10541666666669
2015-09-24,Valencia,20.14333333333336
2015-09-25,Valencia,20.78750000000002
2015-09-26,Valencia,19.87041666666669
2015-09-27,Valencia,18.12880000000002
2015-09-28,Valencia,17.23333333333336
2015-09-29,Valencia,16.84416666666669
2015-09-30,Valencia,18.62458333333335
2015-10-01,Valencia,18.60760000000003
2015-10-02,Valencia,19.19916666666669
2015-10-03,Valencia,19.35583333333335
2015-10-04,Valencia,20.53208333333336
2015-10-05,Valencia,22.94375000000002
2015-10-06,Valencia,22.34916666666669
2015-10-07,Valencia,19.08458333333336
2015-10-08,Valencia,16.90875000000002
2015-10-09,Valencia,18.13833333333336
2015-10-10,Valencia,17.58750000000002
2015-10-11,Valencia,18.93375000000002
2015-10-12,Valencia,19.59666666666669
2015-10-13,Valencia,16.19583333333336
2015-10-14,Valencia,14.87333333333336
2015-10-15,Valencia,13.64125000000003
2015-10-16,Valencia,16.06458333333336
2015-10-17,Valencia,18.86416666666668
2015-10-18,Valencia,20.66666666666667
2015-10-19,Valencia,19.33333333333333
2015-10-20,Valencia,16.57375000000001
2015-10-21,Valencia,14.19000000000002
2015-10-22,Valencia,14.11500000000002
2015-10-23,Valencia,15.45125000000001
2015-10-24,Valencia,16.875
2015-10-25,Valencia,17.875
2015-10-26,Valencia,18.04166666666667
2015-10-27,Valencia,18.1875
2015-10-28,Valencia,17.24102083333334
2015-10-29,Valencia,19.088625
2015-10-30,Valencia,17.17816666666667
2015-10-31,Valencia,17.49791666666667
2015-11-01,Valencia,17.89345833333334
2015-11-02,Valencia,15.96770833333334
2015-11-03,Valencia,15.31491666666668
2015-11-04,Valencia,17.09456250000001
2015-11-05,Valencia,19.4734375
2015-11-06,Valencia,17.69458333333333
2015-11-07,Valencia,17.18254166666667
2015-11-08,Valencia,15.60223076923077
2015-11-09,Valencia,14.77004166666667
2015-11-10,Valencia,14.66858333333334
2015-11-11,Valencia,14.45420833333334
2015-11-12,Valencia,13.91366666666667
2015-11-13,Valencia,15.57754166666667
2015-11-14,Valencia,14.89291666666667
2015-11-15,Valencia,13.30275
2015-11-16,Valencia,13.38985546875001
2015-11-17,Valencia,13.1436875
2015-11-18,Valencia,12.72857682291667
2015-11-19,Valencia,14.53183333333334
2015-11-20,Valencia,17.64735416666667
2015-11-21,Valencia,16.4925625
2015-11-22,Valencia,10.7725625
2015-11-23,Valencia,7.429979166666672
2015-11-24,Valencia,8.806062500000003
2015-11-25,Valencia,14.74825
2015-11-26,Valencia,16.70445833333334
2015-11-27,Valencia,14.47889583333333
2015-11-28,Valencia,13.06945833333334
2015-11-29,Valencia,9.814666666666668
2015-11-30,Valencia,9.376291666666674
2015-12-01,Valencia,8.851625000000007
2015-12-02,Valencia,8.526833333333338
2015-12-03,Valencia,9.321980468750011
2015-12-04,Valencia,10.06127083333334
2015-12-05,Valencia,11.2051875
2015-12-06,Valencia,13.69333333333334
2015-12-07,Valencia,13.66689583333334
2015-12-08,Valencia,12.80504166666667
2015-12-09,Valencia,13.38945833333334
2015-12-10,Valencia,13.02970833333334
2015-12-11,Valencia,12.31491666666667
2015-12-12,Valencia,12.69429166666667
2015-12-13,Valencia,12.0320625
2015-12-14,Valencia,11.79634114583334
2015-12-15,Valencia,14.2513203125
2015-12-16,Valencia,13.51629947916667
2015-12-17,Valencia,11.84766666666667
2015-12-18,Valencia,10.09170833333334
2015-12-19,Valencia,9.876875000000028
2015-12-20,Valencia,9.752562500000018
2015-12-21,Valencia,9.130500000000021
2015-12-22,Valencia,9.756375000000029
2015-12-23,Valencia,8.817958333333353
2015-12-24,Valencia,10.01708333333336
2015-12-25,Valencia,8.86543750000002
2015-12-26,Valencia,9.928333333333361
2015-12-27,Valencia,9.061041666666691
2015-12-28,Valencia,11.04008333333336
2015-12-29,Valencia,11.43775000000002
2015-12-30,Valencia,9.99800000000002
2015-12-31,Valencia,12.61152083333336
2016-01-01,Valencia,12.88502083333336
2016-01-02,Valencia,11.93020833333336
2016-01-03,Valencia,11.14916666666669
2016-01-04,Valencia,16.02450000000002
2016-01-05,Valencia,10.90254166666669
2016-01-06,Valencia,8.468562500000026
2016-01-07,Valencia,13.98591666666668
2016-01-08,Valencia,14.41127083333336
2016-01-09,Valencia,14.25195833333335
2016-01-10,Valencia,15.33975000000002
2016-01-11,Valencia,16.15885416666669
2016-01-12,Valencia,11.62620833333336
2016-01-13,Valencia,9.588229166666686
2016-01-14,Valencia,13.02083333333336
2016-01-15,Valencia,11.46312500000002
2016-01-16,Valencia,8.781250000000021
2016-01-17,Valencia,6.242979166666689
2016-01-18,Valencia,11.14933333333336
2016-01-19,Valencia,9.955875000000022
2016-01-20,Valencia,9.79958333333336
2016-01-21,Valencia,9.796916666666684
2016-01-22,Valencia,10.54000000000002
2016-01-23,Valencia,11.79291666666669
2016-01-24,Valencia,11.68664583333336
2016-01-25,Valencia,12.14437500000003
2016-01-26,Valencia,12.16391666666669
2016-01-27,Valencia,12.79883333333336
2016-01-28,Valencia,12.9776041666667
2016-01-29,Valencia,13.25000000000002
2016-01-30,Valencia,12.95594531250002
2016-01-31,Valencia,14.16199479166669
2016-02-01,Valencia,13.94664583333336
2016-02-02,Valencia,11.96416666666669
2016-02-03,Valencia,12.36797916666669
2016-02-04,Valencia,9.057520833333355
2016-02-05,Valencia,9.20687500000002
2016-02-06,Valencia,12.26750000000003
2016-02-07,Valencia,13.53625000000003
2016-02-08,Valencia,14.56916666666669
2016-02-09,Valencia,16.10166666666668
2016-02-10,Valencia,17.51970833333336
2016-02-11,Valencia,16.79918750000002
2016-02-12,Valencia,17.35492317708335
2016-02-13,Valencia,19.66137500000002
2016-02-14,Valencia,14.57933333333336
2016-02-15,Valencia,10.78291666666669
2016-02-16,Valencia,7.567235677083358
2016-02-17,Valencia,7.181763020833361
2016-02-18,Valencia,10.13779166666669
2016-02-19,Valencia,8.53546614583336
2016-02-20,Valencia,8.232040364583348
2016-02-21,Valencia,9.68625000000002
2016-02-22,Valencia,13.94641666666669
2016-02-23,Valencia,14.57083333333335
2016-02-24,Valencia,13.85625000000002
2016-02-25,Valencia,14.92416666666668
2016-02-26,Valencia,12.09400000000003
2016-02-27,Valencia,8.98533333333336
2016-02-28,Valencia,11.17091666666669
2016-02-29,Valencia,12.42187500000002
2016-03-01,Valencia,12.04070833333336
2016-03-02,Valencia,16.58797916666669
2016-03-03,Valencia,14.74612500000003
2016-03-04,Valencia,14.90281250000002
2016-03-05,Valencia,12.64190104166669
2016-03-06,Valencia,11.12910416666669
2016-03-07,Valencia,8.394479166666692
2016-03-08,Valencia,10.20425000000003
2016-03-09,Valencia,10.52618880208336
2016-03-10,Valencia,10.43310416666669
2016-03-11,Valencia,10.13585416666669
2016-03-12,Valencia,9.426625000000023
2016-03-13,Valencia,10.01695833333336
2016-03-14,Valencia,10.56216666666669
2016-03-15,Valencia,10.72993750000002
2016-03-16,Valencia,11.98002083333336
2016-03-17,Valencia,10.83835416666669
2016-03-18,Valencia,11.93854166666669
2016-03-19,Valencia,12.18611111111113
2016-03-20,Valencia,12.42770833333335
2016-03-21,Valencia,11.89302083333336
2016-03-22,Valencia,13.16037500000002
2016-03-23,Valencia,13.28845833333336
2016-03-24,Valencia,13.06997916666669
2016-03-25,Valencia,16.18585416666669
2016-03-26,Valencia,17.40387500000002
2016-03-27,Valencia,17.41639583333336
2016-03-28,Valencia,16.22666666666669
2016-03-29,Valencia,18.37150000000003
2016-03-30,Valencia,14.70091666666669
2016-03-31,Valencia,15.13277083333335
2016-04-01,Valencia,11.99060416666669
2016-04-02,Valencia,13.11366666666669
2016-04-03,Valencia,14.44162500000003
2016-04-04,Valencia,14.40576000000002
2016-04-05,Valencia,12.93100000000002
2016-04-06,Valencia,16.20995833333336
2016-04-07,Valencia,16.54750000000002
2016-04-08,Valencia,15.39141666666669
2016-04-09,Valencia,16.62964583333335
2016-04-10,Valencia,16.61533333333336
2016-04-11,Valencia,16.79245833333336
2016-04-12,Valencia,17.43700000000002
2016-04-13,Valencia,18.59885416666669
2016-04-14,Valencia,18.26166666666669
2016-04-15,Valencia,17.63118750000003
2016-04-16,Valencia,20.52458333333336
2016-04-17,Valencia,19.92595833333336
2016-04-18,Valencia,16.02975000000003
2016-04-19,Valencia,14.76243750000002
2016-04-20,Valencia,15.37916666666668
2016-04-21,Valencia,17.72625000000001
2016-04-22,Valencia,15.38500000000002
2016-04-23,Valencia,16.47131250000002
2016-04-24,Valencia,16.45125000000003
2016-04-25,Valencia,14.17229166666669
2016-04-26,Valencia,16.14081380208336
2016-04-27,Valencia,14.84895833333335
2016-04-28,Valencia,12.94296875000003
2016-04-29,Valencia,12.37333333333336
2016-04-30,Valencia,14.92481481481484
2016-05-01,Valencia,13.50666666666668
2016-05-02,Valencia,14.87833333333336
2016-05-03,Valencia,17.72125000000002
2016-05-04,Valencia,16.83833333333336
2016-05-05,Valencia,14.63375000000002
2016-05-06,Valencia,15.10333333333336
2016-05-07,Valencia,15.45153846153849
2016-05-08,Valencia,14.31125000000003
2016-05-09,Valencia,14.09333333333335
2016-05-10,Valencia,13.30038461538464
2016-05-11,Valencia,16.93833333333335
2016-05-12,Valencia,16.75916666666669
2016-05-13,Valencia,16.55916666666669
2016-05-14,Valencia,18.60708333333336
2016-05-15,Valencia,18.9916666666667
2016-05-16,Valencia,18.02625000000002
2016-05-17,Valencia,17.21833333333335
2016-05-18,Valencia,18.91360000000002
2016-05-19,Valencia,20.05000000000002
2016-05-20,Valencia,19.54041666666669
2016-05-21,Valencia,19.24291666666668
2016-05-22,Valencia,20.89291666666669
2016-05-23,Valencia,17.70750000000003
2016-05-24,Valencia,18.57229166666669
2016-05-25,Valencia,19.83479166666669
2016-05-26,Valencia,19.95135416666669
2016-05-27,Valencia,20.77020833333335
2016-05-28,Valencia,21.42845833333336
2016-05-29,Valencia,20.08583333333335
2016-05-30,Valencia,19.97291666666669
2016-05-31,Valencia,19.08075000000002
2016-06-01,Valencia,19.63360416666668
2016-06-02,Valencia,20.13658333333334
2016-06-03,Valencia,21.09666666666669
2016-06-04,Valencia,19.74333333333336
2016-06-05,Valencia,21.15375000000002
2016-06-06,Valencia,22.21250000000002
2016-06-07,Valencia,22.78125000000002
2016-06-08,Valencia,23.9179166666667
2016-06-09,Valencia,24.32791666666669
2016-06-10,Valencia,23.69583333333336
2016-06-11,Valencia,22.05250000000003
2016-06-12,Valencia,23.25458333333336
2016-06-13,Valencia,25.30500000000002
2016-06-14,Valencia,23.70375000000002
2016-06-15,Valencia,23.12850000000003
2016-06-16,Valencia,19.77708333333335
2016-06-17,Valencia,20.52166666666669
2016-06-18,Valencia,21.74583333333335
2016-06-19,Valencia,21.78291666666669
2016-06-20,Valencia,22.53958333333334
2016-06-21,Valencia,22.80833333333335
2016-06-22,Valencia,22.75416666666669
2016-06-23,Valencia,22.24041666666669
2016-06-24,Valencia,22.84375000000002
2016-06-25,Valencia,22.91250000000002
2016-06-26,Valencia,22.20708333333335
2016-06-27,Valencia,22.72541666666669
2016-06-28,Valencia,24.26208333333336
2016-06-29,Valencia,24.81875000000002
2016-06-30,Valencia,24.18125000000002
2016-07-01,Valencia,24.48583333333336
2016-07-02,Valencia,24.98583333333336
2016-07-03,Valencia,23.53333333333336
2016-07-04,Valencia,23.82041666666669
2016-07-05,Valencia,25.42458333333336
2016-07-06,Valencia,25.84291666666669
2016-07-07,Valencia,24.65958333333336
2016-07-08,Valencia,26.21250000000002
2016-07-09,Valencia,26.36958333333336
2016-07-10,Valencia,27.84083333333335
2016-07-11,Valencia,26.95000000000002
2016-07-12,Valencia,25.69333333333336
2016-07-13,Valencia,22.97625000000002
2016-07-14,Valencia,23.90758333333338
2016-07-15,Valencia,22.63754166666669
2016-07-16,Valencia,22.9130416666667
2016-07-17,Valencia,23.08033333333337
2016-07-18,Valencia,23.22933333333335
2016-07-19,Valencia,17.43800000000005
2016-07-20,Valencia,18.66212500000004
2016-07-21,Valencia,25.50908333333338
2016-07-22,Valencia,24.38041666666669
2016-07-23,Valencia,25.41583333333336
2016-07-24,Valencia,25.41083333333336
2016-07-25,Valencia,26.52000000000002
2016-07-26,Valencia,26.59166666666669
2016-07-27,Valencia,25.94041666666669
2016-07-28,Valencia,26.18041666666669
2016-07-29,Valencia,27.15625000000001
2016-07-30,Valencia,28.68750000000002
2016-07-31,Valencia,28.68833333333336
2016-08-01,Valencia,25.99250000000002
2016-08-02,Valencia,26.27666666666669
2016-08-03,Valencia,27.09208333333336
2016-08-04,Valencia,27.78125000000003
2016-08-05,Valencia,24.87583333333336
2016-08-06,Valencia,25.48666666666669
2016-08-07,Valencia,25.38583333333335
2016-08-08,Valencia,25.59291666666669
2016-08-09,Valencia,25.10504166666669
2016-08-10,Valencia,20.11400000000003
2016-08-11,Valencia,22.42583333333335
2016-08-12,Valencia,23.17208333333336
2016-08-13,Valencia,23.47041666666669
2016-08-14,Valencia,23.15916666666668
2016-08-15,Valencia,23.74291666666668
2016-08-16,Valencia,23.44416666666669
2016-08-17,Valencia,26.50250000000003
2016-08-18,Valencia,26.32687500000002
2016-08-19,Valencia,26.98750000000002
2016-08-20,Valencia,26.39208333333336
2016-08-21,Valencia,24.60083333333336
2016-08-22,Valencia,25.3541666666667
2016-08-23,Valencia,24.81000000000003
2016-08-24,Valencia,24.18456250000002
2016-08-25,Valencia,23.95125000000002
2016-08-26,Valencia,23.81333333333335
2016-08-27,Valencia,25.25458333333336
2016-08-28,Valencia,26.31625000000003
2016-08-29,Valencia,25.70833333333335
2016-08-30,Valencia,24.62291666666669
2016-08-31,Valencia,24.1941666666667
2016-09-01,Valencia,24.43739583333336
2016-09-02,Valencia,25.43916666666669
2016-09-03,Valencia,27.18500000000003
2016-09-04,Valencia,28.64083333333335
2016-09-05,Valencia,29.36333333333335
2016-09-06,Valencia,27.58875000000002
2016-09-07,Valencia,25.23416666666668
2016-09-08,Valencia,24.54666666666668
2016-09-09,Valencia,25.10166666666669
2016-09-10,Valencia,24.07916666666669
2016-09-11,Valencia,24.35291666666669
2016-09-12,Valencia,23.98458333333336
2016-09-13,Valencia,22.44375000000002
2016-09-14,Valencia,18.59833333333335
2016-09-15,Valencia,17.78250000000003
2016-09-16,Valencia,20.24375000000002
2016-09-17,Valencia,20.24916666666669
2016-09-18,Valencia,19.84451432291668
2016-09-19,Valencia,19.40250000000002
2016-09-20,Valencia,19.80933333333335
2016-09-21,Valencia,19.97304166666668
2016-09-22,Valencia,20.97385416666669
2016-09-23,Valencia,20.05041666666669
2016-09-24,Valencia,18.73602083333336
2016-09-25,Valencia,20.98795833333336
2016-09-26,Valencia,19.68500000000002
2016-09-27,Valencia,20.71666666666669
2016-09-28,Valencia,18.85750000000002
2016-09-29,Valencia,19.32583333333335
2016-09-30,Valencia,19.21040000000002
2016-10-01,Valencia,20.47837500000002
2016-10-02,Valencia,21.46208333333335
2016-10-03,Valencia,20.53168750000003
2016-10-04,Valencia,20.70060416666669
2016-10-05,Valencia,18.03781250000004
2016-10-06,Valencia,18.64133333333336
2016-10-07,Valencia,18.93402083333336
2016-10-08,Valencia,18.83233333333336
2016-10-09,Valencia,18.73795833333336
2016-10-10,Valencia,17.27762500000003
2016-10-11,Valencia,18.35137500000004
2016-10-12,Valencia,15.82987500000003
2016-10-13,Valencia,14.5423541666667
2016-10-14,Valencia,15.85766666666671
2016-10-15,Valencia,15.48816666666669
2016-10-16,Valencia,15.20141015625001
2016-10-17,Valencia,19.13460416666669
2016-10-18,Valencia,17.71250000000004
2016-10-19,Valencia,16.17718750000002
2016-10-20,Valencia,15.39820833333335
2016-10-21,Valencia,14.76302083333336
2016-10-22,Valencia,15.04812500000003
2016-10-23,Valencia,15.03883333333338
2016-10-24,Valencia,16.33266666666668
2016-10-25,Valencia,18.47620833333336
2016-10-26,Valencia,17.95337500000003
2016-10-27,Valencia,17.12725000000004
2016-10-28,Valencia,16.5111666666667
2016-10-29,Valencia,13.4820416666667
2016-10-30,Valencia,12.30233333333339
2016-10-31,Valencia,12.3137916666667
2016-11-01,Valencia,15.2179166666667
2016-11-02,Valencia,16.91666666666667
2016-11-03,Valencia,18.29166666666667
2016-11-04,Valencia,18.125
2016-11-05,Valencia,20.33333333333333
2016-11-06,Valencia,16.0
2016-11-07,Valencia,12.08333333333333
2016-11-08,Valencia,11.95833333333333
2016-11-09,Valencia,15.20833333333333
2016-11-10,Valencia,13.5
2016-11-11,Valencia,13.33333333333333
2016-11-12,Valencia,13.29166666666667
2016-11-13,Valencia,15.20833333333333
2016-11-14,Valencia,12.91666666666667
2016-11-15,Valencia,12.125
2016-11-16,Valencia,11.79166666666667
2016-11-17,Valencia,11.875
2016-11-18,Valencia,14.41666666666667
2016-11-19,Valencia,15.25
2016-11-20,Valencia,15.54166666666667
2016-11-21,Valencia,16.04166666666667
2016-11-22,Valencia,12.75
2016-11-23,Valencia,12.08333333333333
2016-11-24,Valencia,10.24084114583334
2016-11-25,Valencia,10.04291666666667
2016-11-26,Valencia,13.125
2016-11-27,Valencia,12.90964705882353
2016-11-28,Valencia,12.17857142857143
2016-11-29,Valencia,12.33333333333333
2016-11-30,Valencia,13.33333333333333
2016-12-01,Valencia,12.95833333333333
