Date,City,Average Temperature
2016-01-06,Malaga,12.2
2016-01-07,Malaga,14.3
2016-01-08,Malaga,16.0
2016-01-09,Malaga,16.4
2016-01-10,Malaga,13.8
2016-01-11,Malaga,17.3
2016-01-12,Malaga,14.8
2016-01-13,Malaga,11.5
2016-01-14,Malaga,13.1
2016-01-15,Malaga,15.3
2016-01-16,Malaga,12.0
2016-01-17,Malaga,10.5
2016-01-18,Malaga,14.7
2016-01-19,Malaga,14.1
2016-01-20,Malaga,12.7
2016-01-21,Malaga,15.4
2016-01-22,Malaga,13.8
2016-01-23,Malaga,13.8
2016-01-24,Malaga,13.0
2016-01-25,Malaga,12.6
2016-01-26,Malaga,12.5
2016-01-27,Malaga,12.6
2016-01-28,Malaga,11.7
2016-01-29,Malaga,12.0
2016-01-30,Malaga,13.3
2016-01-31,Malaga,16.3
2016-02-01,Malaga,14.0
2016-02-02,Malaga,13.1
2016-02-03,Malaga,14.6
2016-02-04,Malaga,14.4
2016-02-05,Malaga,15.2
2016-02-06,Malaga,13.3
2016-02-07,Malaga,15.5
2016-02-08,Malaga,15.1
2016-02-09,Malaga,16.8
2016-02-10,Malaga,18.4
2016-02-11,Malaga,18.1
2016-02-12,Malaga,17.8
2016-02-13,Malaga,18.9
2016-02-14,Malaga,14.6
2016-02-15,Malaga,11.4
2016-02-16,Malaga,10.3
2016-02-17,Malaga,9.4
2016-02-18,Malaga,9.5
2016-02-19,Malaga,11.8
2016-02-20,Malaga,12.7
2016-02-21,Malaga,15.0
2016-02-22,Malaga,15.4
2016-02-23,Malaga,17.2
2016-02-24,Malaga,14.9
2016-02-25,Malaga,15.3
2016-02-26,Malaga,13.1
2016-02-27,Malaga,9.9
2016-02-28,Malaga,11.4
2016-02-29,Malaga,14.5
2016-03-01,Malaga,16.7
2016-03-02,Malaga,18.5
2016-03-03,Malaga,17.9
2016-03-04,Malaga,16.3
2016-03-05,Malaga,14.2
2016-03-06,Malaga,12.8
2016-03-07,Malaga,11.0
2016-03-08,Malaga,13.3
2016-03-09,Malaga,13.9
2016-03-10,Malaga,15.1
2016-03-11,Malaga,14.2
2016-03-12,Malaga,11.9
2016-03-13,Malaga,11.9
2016-03-14,Malaga,13.1
2016-03-15,Malaga,15.1
2016-03-16,Malaga,16.4
2016-03-17,Malaga,15.1
2016-03-18,Malaga,14.6
2016-03-19,Malaga,15.0
2016-03-20,Malaga,12.7
2016-03-21,Malaga,11.2
2016-03-22,Malaga,13.3
2016-03-23,Malaga,16.2
2016-03-24,Malaga,16.7
2016-03-25,Malaga,18.2
2016-03-26,Malaga,19.5
2016-03-27,Malaga,18.4
2016-03-28,Malaga,18.2
2016-03-29,Malaga,17.1
2016-03-30,Malaga,15.6
2016-03-31,Malaga,15.7
2016-04-01,Malaga,16.4
2016-04-02,Malaga,14.1
2016-04-03,Malaga,15.5
2016-04-04,Malaga,14.8
2016-04-05,Malaga,16.4
2016-04-06,Malaga,18.7
2016-04-07,Malaga,16.7
2016-04-08,Malaga,17.6
2016-04-09,Malaga,16.7
2016-04-10,Malaga,16.3
2016-04-11,Malaga,16.5
2016-04-12,Malaga,16.2
2016-04-13,Malaga,16.7
2016-04-14,Malaga,18.3
2016-04-15,Malaga,19.9
2016-04-16,Malaga,19.7
2016-04-17,Malaga,19.9
2016-04-18,Malaga,18.8
2016-04-19,Malaga,17.4
2016-04-20,Malaga,15.7
2016-04-21,Malaga,16.0
2016-04-22,Malaga,19.1
2016-04-23,Malaga,19.7
2016-04-24,Malaga,20.6
2016-04-25,Malaga,17.9
2016-04-26,Malaga,17.7
2016-04-27,Malaga,19.8
2016-04-28,Malaga,21.6
2016-04-29,Malaga,18.7
2016-04-30,Malaga,18.5
2016-05-01,Malaga,17.9
2016-05-02,Malaga,18.2
2016-05-03,Malaga,17.5
2016-05-04,Malaga,19.1
2016-05-05,Malaga,18.3
2016-05-06,Malaga,16.9
2016-05-07,Malaga,17.4
2016-05-08,Malaga,16.1
2016-05-09,Malaga,16.1
2016-05-10,Malaga,16.0
2016-05-11,Malaga,14.7
2016-05-12,Malaga,15.5
2016-05-13,Malaga,16.7
2016-05-14,Malaga,19.4
2016-05-15,Malaga,21.2
2016-05-16,Malaga,19.2
2016-05-17,Malaga,19.5
2016-05-18,Malaga,20.4
2016-05-19,Malaga,24.4
2016-05-20,Malaga,20.8
2016-05-21,Malaga,20.4
2016-05-22,Malaga,23.6
2016-05-23,Malaga,21.7
2016-05-24,Malaga,20.8
2016-05-25,Malaga,23.5
2016-05-26,Malaga,23.3
2016-05-27,Malaga,24.3
2016-05-28,Malaga,22.4
2016-05-29,Malaga,21.7
2016-05-30,Malaga,23.7
2016-05-31,Malaga,21.6
2016-06-01,Malaga,20.9
2016-06-02,Malaga,21.6
2016-06-03,Malaga,24.2
2016-06-04,Malaga,25.2
2016-06-05,Malaga,22.5
2016-06-06,Malaga,20.8
2016-06-07,Malaga,21.9
2016-06-08,Malaga,23.1
2016-06-09,Malaga,23.5
2016-06-10,Malaga,30.3
2016-06-11,Malaga,26.3
2016-06-12,Malaga,23.0
2016-06-13,Malaga,32.6
2016-06-14,Malaga,31.6
2016-06-15,Malaga,25.9
2016-06-16,Malaga,22.8
2016-06-17,Malaga,22.9
2016-06-18,Malaga,24.7
2016-06-19,Malaga,21.8
2016-06-20,Malaga,21.2
2016-06-21,Malaga,22.2
2016-06-22,Malaga,22.5
2016-06-23,Malaga,23.0
2016-06-24,Malaga,22.3
2016-06-25,Malaga,22.9
2016-06-26,Malaga,23.4
2016-06-27,Malaga,24.6
2016-06-28,Malaga,24.6
2016-06-29,Malaga,24.7
2016-06-30,Malaga,24.8
2016-07-01,Malaga,24.3
2016-07-02,Malaga,25.7
2016-07-03,Malaga,26.4
2016-07-04,Malaga,26.0
2016-07-05,Malaga,24.9
2016-07-06,Malaga,25.5
2016-07-07,Malaga,27.2
2016-07-08,Malaga,27.4
2016-07-09,Malaga,27.1
2016-07-10,Malaga,26.9
2016-07-11,Malaga,26.9
2016-07-12,Malaga,30.9
2016-07-13,Malaga,27.8
2016-07-14,Malaga,25.3
2016-07-15,Malaga,25.3
2016-07-16,Malaga,25.0
2016-07-17,Malaga,24.1
2016-07-18,Malaga,24.4
2016-07-19,Malaga,24.4
2016-07-20,Malaga,25.9
2016-07-21,Malaga,27.1
2016-07-22,Malaga,32.7
2016-07-23,Malaga,26.1
2016-07-24,Malaga,26.1
2016-07-25,Malaga,26.0
2016-07-26,Malaga,26.9
2016-07-27,Malaga,26.8
2016-07-28,Malaga,26.2
2016-07-29,Malaga,26.7
2016-07-30,Malaga,26.4
2016-07-31,Malaga,29.2
2016-08-01,Malaga,27.8
2016-08-02,Malaga,26.5
2016-08-03,Malaga,26.4
2016-08-04,Malaga,31.1
2016-08-05,Malaga,30.3
2016-08-06,Malaga,26.9
2016-08-07,Malaga,26.1
2016-08-08,Malaga,25.7
2016-08-09,Malaga,25.6
2016-08-10,Malaga,25.1
2016-08-11,Malaga,26.0
2016-08-12,Malaga,25.7
2016-08-13,Malaga,25.2
2016-08-14,Malaga,25.5
2016-08-15,Malaga,25.1
2016-08-16,Malaga,26.0
2016-08-17,Malaga,27.9
2016-08-18,Malaga,32.6
2016-08-19,Malaga,33.5
2016-08-20,Malaga,33.9
2016-08-21,Malaga,28.1
2016-08-22,Malaga,26.2
2016-08-23,Malaga,25.7
2016-08-24,Malaga,25.8
2016-08-25,Malaga,24.9
2016-08-26,Malaga,25.3
2016-08-27,Malaga,25.5
2016-08-28,Malaga,25.7
2016-08-29,Malaga,26.9
2016-08-30,Malaga,26.3
2016-08-31,Malaga,26.0
2016-09-01,Malaga,26.5
2016-09-02,Malaga,26.3
2016-09-03,Malaga,25.8
2016-09-04,Malaga,28.1
2016-09-05,Malaga,28.1
2016-09-06,Malaga,27.9
2016-09-07,Malaga,25.9
2016-09-08,Malaga,25.6
2016-09-09,Malaga,25.9
2016-09-10,Malaga,26.6
2016-09-11,Malaga,25.0
2016-09-12,Malaga,26.3
2016-09-13,Malaga,24.8
2016-09-14,Malaga,22.0
2016-09-15,Malaga,22.9
2016-09-16,Malaga,22.8
2016-09-17,Malaga,21.8
2016-09-18,Malaga,21.2
2016-09-19,Malaga,21.6
2016-09-20,Malaga,22.7
2016-09-21,Malaga,22.6
2016-09-22,Malaga,24.4
2016-09-23,Malaga,21.4
2016-09-24,Malaga,22.0
2016-09-25,Malaga,22.1
2016-09-26,Malaga,23.2
2016-09-27,Malaga,23.6
2016-09-28,Malaga,22.6
2016-09-29,Malaga,22.7
2016-09-30,Malaga,22.4
2016-10-01,Malaga,21.5
2016-10-02,Malaga,21.2
2016-10-03,Malaga,21.2
2016-10-04,Malaga,22.4
2016-10-05,Malaga,22.5
2016-10-06,Malaga,22.3
2016-10-07,Malaga,21.1
2016-10-08,Malaga,21.3
2016-10-09,Malaga,21.4
2016-10-10,Malaga,21.2
2016-10-11,Malaga,22.7
2016-10-12,Malaga,18.1
2016-10-13,Malaga,19.2
2016-10-14,Malaga,18.9
2016-10-15,Malaga,18.2
2016-10-16,Malaga,19.4
2016-10-17,Malaga,19.8
2016-10-18,Malaga,20.8
2016-10-19,Malaga,21.2
2016-10-20,Malaga,20.6
2016-10-21,Malaga,19.9
2016-10-22,Malaga,20.8
2016-10-23,Malaga,20.7
2016-10-24,Malaga,20.0
2016-10-25,Malaga,22.0
2016-10-26,Malaga,23.1
2016-10-27,Malaga,22.2
2016-10-28,Malaga,22.4
2016-10-29,Malaga,21.2
2016-10-30,Malaga,18.8
2016-10-31,Malaga,18.8
2016-11-01,Malaga,19.4
2016-11-02,Malaga,18.3
2016-11-03,Malaga,18.9
2016-11-04,Malaga,21.0
2016-11-05,Malaga,19.9
2016-11-06,Malaga,16.8
2016-11-07,Malaga,13.8
2016-11-08,Malaga,13.6
2016-11-09,Malaga,16.0
2016-11-10,Malaga,16.9
2016-11-11,Malaga,15.5
2016-11-12,Malaga,14.6
2016-11-13,Malaga,14.0
2016-11-14,Malaga,14.2
2016-11-15,Malaga,16.1
2016-11-16,Malaga,13.5
2016-11-17,Malaga,13.2
2016-11-18,Malaga,13.8
2016-11-19,Malaga,18.6
2016-11-20,Malaga,16.8
2016-11-21,Malaga,17.5
2016-11-22,Malaga,14.4
2016-11-23,Malaga,13.5
2016-11-24,Malaga,10.3
2016-11-25,Malaga,12.2
2016-11-26,Malaga,14.2
2016-11-27,Malaga,12.0
2016-11-28,Malaga,14.4
2016-11-29,Malaga,13.6
2016-11-30,Malaga,15.4
2016-12-01,Malaga,15.8
2016-12-02,Malaga,15.8
2016-12-03,Malaga,15.2
2016-12-04,Malaga,14.2
2016-12-05,Malaga,15.5
2016-12-06,Malaga,15.8
2016-12-07,Malaga,14.7
2016-12-08,Malaga,16.0
2016-12-09,Malaga,15.6
2016-12-10,Malaga,16.4
2016-12-11,Malaga,15.0
2016-12-12,Malaga,12.8
2016-12-13,Malaga,13.3
2016-12-14,Malaga,11.9
2016-12-15,Malaga,11.7
2016-12-16,Malaga,11.4
2016-12-17,Malaga,11.6
2016-12-18,Malaga,12.8
2016-12-19,Malaga,12.6
2016-12-20,Malaga,13.0
2016-12-21,Malaga,12.5
2016-12-22,Malaga,11.3
2016-12-23,Malaga,11.0
2016-12-24,Malaga,11.6
2016-12-25,Malaga,12.9
2016-12-26,Malaga,10.8
2016-12-27,Malaga,11.2
2016-12-28,Malaga,14.6
2016-12-29,Malaga,15.8
2016-12-30,Malaga,13.0
2016-12-31,Malaga,14.1
2017-01-01,Malaga,13.3
2017-01-02,Malaga,11.7
2017-01-03,Malaga,12.2
2017-01-04,Malaga,15.0
2017-01-05,Malaga,16.0
2017-01-06,Malaga,13.3
2017-01-07,Malaga,14.6
2017-01-08,Malaga,11.7
2017-01-09,Malaga,9.6
2017-01-10,Malaga,12.4
2017-01-11,Malaga,15.1
2017-01-12,Malaga,12.7
2017-01-13,Malaga,14.6
2017-01-14,Malaga,12.6
2017-01-15,Malaga,11.2
2017-01-16,Malaga,13.6
2017-01-17,Malaga,14.4
2017-01-18,Malaga,7.2
2017-01-19,Malaga,6.4
2017-01-20,Malaga,9.1
2017-01-21,Malaga,10.4
2017-01-22,Malaga,12.0
2017-01-23,Malaga,11.3
2017-01-24,Malaga,12.5
2017-01-25,Malaga,13.2
2017-01-26,Malaga,11.6
2017-01-27,Malaga,12.6
2017-01-28,Malaga,12.6
2017-01-29,Malaga,12.4
2017-01-30,Malaga,11.0
2017-01-31,Malaga,10.3
2017-02-01,Malaga,12.2
2017-02-02,Malaga,12.5
2017-02-03,Malaga,13.9
2017-02-04,Malaga,15.4
2017-02-05,Malaga,16.0
2017-02-06,Malaga,15.4
2017-02-07,Malaga,17.4
2017-02-08,Malaga,14.8
2017-02-09,Malaga,12.3
2017-02-10,Malaga,9.8
2017-02-11,Malaga,12.7
2017-02-12,Malaga,14.3
2017-02-13,Malaga,14.0
2017-02-14,Malaga,11.9
2017-02-15,Malaga,13.1
2017-02-16,Malaga,13.7
2017-02-17,Malaga,14.8
2017-02-18,Malaga,13.3
2017-02-19,Malaga,13.7
2017-02-20,Malaga,14.0
2017-02-21,Malaga,13.8
2017-02-22,Malaga,14.9
2017-02-23,Malaga,14.3
2017-02-24,Malaga,16.9
2017-02-25,Malaga,16.8
2017-02-26,Malaga,15.2
2017-02-27,Malaga,15.7
2017-02-28,Malaga,15.0
2017-03-01,Malaga,15.1
2017-03-02,Malaga,13.0
2017-03-03,Malaga,11.7
2017-03-04,Malaga,12.7
2017-03-05,Malaga,16.0
2017-03-06,Malaga,18.6
2017-03-07,Malaga,20.8
2017-03-08,Malaga,18.0
2017-03-09,Malaga,15.8
2017-03-10,Malaga,17.0
2017-03-11,Malaga,19.9
2017-03-12,Malaga,21.0
2017-03-13,Malaga,13.1
2017-03-14,Malaga,11.8
2017-03-15,Malaga,14.8
2017-03-16,Malaga,15.9
2017-03-17,Malaga,15.3
2017-03-18,Malaga,14.5
2017-03-19,Malaga,15.0
2017-03-20,Malaga,17.5
2017-03-21,Malaga,17.1
2017-03-22,Malaga,15.2
2017-03-23,Malaga,12.4
2017-03-24,Malaga,10.1
2017-03-25,Malaga,10.7
2017-03-26,Malaga,12.2
2017-03-27,Malaga,14.3
2017-03-28,Malaga,16.4
2017-03-29,Malaga,14.9
2017-03-30,Malaga,15.0
2017-03-31,Malaga,15.7
2017-04-01,Malaga,18.8
2017-04-02,Malaga,17.3
2017-04-03,Malaga,15.2
2017-04-04,Malaga,14.9
2017-04-05,Malaga,15.2
2017-04-06,Malaga,16.3
2017-04-07,Malaga,15.3
2017-04-08,Malaga,15.4
2017-04-09,Malaga,16.2
2017-04-10,Malaga,16.0
2017-04-11,Malaga,15.6
2017-04-12,Malaga,16.3
2017-04-13,Malaga,18.8
2017-04-14,Malaga,23.7
2017-04-15,Malaga,25.1
2017-04-16,Malaga,19.4
2017-04-17,Malaga,17.6
2017-04-18,Malaga,17.9
2017-04-19,Malaga,17.6
2017-04-20,Malaga,17.8
2017-04-21,Malaga,16.8
2017-04-22,Malaga,17.3
2017-04-23,Malaga,18.0
2017-04-24,Malaga,16.5
2017-04-25,Malaga,17.6
2017-04-26,Malaga,21.2
2017-04-27,Malaga,20.0
2017-04-28,Malaga,14.4
2017-04-29,Malaga,14.2
2017-04-30,Malaga,18.3
2017-05-01,Malaga,17.9
2017-05-02,Malaga,17.0
2017-05-03,Malaga,16.8
2017-05-04,Malaga,17.2
2017-05-05,Malaga,20.4
2017-05-06,Malaga,20.0
2017-05-07,Malaga,19.3
2017-05-08,Malaga,19.0
2017-05-09,Malaga,20.0
2017-05-10,Malaga,21.6
2017-05-11,Malaga,19.7
2017-05-12,Malaga,18.9
2017-05-13,Malaga,20.2
2017-05-14,Malaga,20.9
2017-05-15,Malaga,20.0
2017-05-16,Malaga,21.2
2017-05-17,Malaga,20.4
2017-05-18,Malaga,22.4
2017-05-19,Malaga,20.9
2017-05-20,Malaga,20.5
2017-05-21,Malaga,21.1
2017-05-22,Malaga,21.5
